Code,Year,HealthExp
IBT,2007,4.853936693
IBT,2008,4.910603391
IBT,2009,5.246389268
IBT,2010,5.052811804
IBT,2011,5.010686362
IBT,2012,5.070323081
IBT,2013,5.162167641
IBT,2014,5.192367655
IBT,2015,5.282948325
IBT,2016,5.304503095
IBT,2017,5.322328494
IBT,2018,5.269964371
IBT,2019,5.338522708
IBT,2020,5.688167907
IBT,2021,5.616001412
IDA,2000,3.397003395
IDA,2001,3.510439546
IDA,2002,3.522919116
IDA,2003,3.976112439
IDA,2004,3.953550228
IDA,2005,4.02283658
IDA,2006,4.131668252
IDA,2007,4.060362974
IDA,2008,3.945283013
IDA,2009,4.046809465
IDA,2010,3.926280542
IDA,2011,3.814556761
IDA,2012,3.829637897
IDA,2013,3.971950075
IDA,2014,3.901291091
IDA,2015,3.964666911
IDA,2016,3.923685813
IDA,2017,3.852350802
IDA,2018,3.677841971
IDA,2019,3.700681857
IDA,2020,3.909021896
IDA,2021,4.111200025
IDB,2000,3.15478121
IDB,2001,3.090874605
IDB,2002,2.871174254
IDB,2003,3.717241371
IDB,2004,3.556814929
IDB,2005,3.67392846
IDB,2006,3.788054798
IDB,2007,3.622781716
IDB,2008,3.509375152
IDB,2009,3.423220362
IDB,2010,3.448632036
IDB,2011,3.334374061
IDB,2012,3.387979833
IDB,2013,3.495533815
IDB,2014,3.41224295
IDB,2015,3.485953601
IDB,2016,3.547052465
IDB,2017,3.510142141
IDB,2018,3.265388345
IDB,2019,3.262220108
IDB,2020,3.607922174
IDB,2021,3.955735788
IDN,2000,1.85297656
IDN,2001,2.11850214
IDN,2002,1.98062706
IDN,2003,2.24837184
IDN,2004,2.12002277
IDN,2005,2.53189397
IDN,2006,2.61946416
IDN,2007,2.82385564
IDN,2008,2.54842305
IDN,2009,2.62324095
IDN,2010,2.7908783
IDN,2011,2.98942471
IDN,2012,2.91427088
IDN,2013,2.86934805
IDN,2014,2.96433568
IDN,2015,2.92428517
IDN,2016,3.02147198
IDN,2017,2.90417194
IDN,2018,2.86757827
IDN,2019,2.87862897
IDN,2020,3.42067289
IDN,2021,3.70636249
IDX,2000,3.589362691
IDX,2001,3.847529925
IDX,2002,4.061202358
IDX,2003,4.19199517
IDX,2004,4.309834019
IDX,2005,4.349765478
IDX,2006,4.479165714
IDX,2007,4.492964987
IDX,2008,4.363019673
IDX,2009,4.585534972
IDX,2010,4.359399514
IDX,2011,4.259033585
IDX,2012,4.283044174
IDX,2013,4.474082535
IDX,2014,4.42056096
IDX,2015,4.445911718
IDX,2016,4.263021825
IDX,2017,4.132245423
IDX,2018,4.023086593
IDX,2019,4.056356208
IDX,2020,4.132714325
IDX,2021,4.227221924
IMN,2000,
IMN,2001,
IMN,2002,
IMN,2003,
IMN,2004,
IMN,2005,
IMN,2006,
IMN,2007,
IMN,2008,
IMN,2009,
IMN,2010,
IMN,2011,
IMN,2012,
IMN,2013,
IMN,2014,
IMN,2015,
IMN,2016,
IMN,2017,
IMN,2018,
IMN,2019,
IMN,2020,
IMN,2021,
IND,2000,4.03
IND,2001,4.26
IND,2002,4.24
IND,2003,4.01
IND,2004,3.96
IND,2005,3.79
IND,2006,3.63
IND,2007,3.52
IND,2008,3.51
IND,2009,3.49
IND,2010,3.27
IND,2011,3.25
IND,2012,3.33
IND,2013,3.75
IND,2014,3.62
IND,2015,3.6
IND,2016,3.5
IND,2017,2.94
IND,2018,2.86
IND,2019,2.95
IND,2020,3.34
IND,2021,3.28
INX,2000,
INX,2001,
INX,2002,
INX,2003,
INX,2004,
INX,2005,
INX,2006,
INX,2007,
INX,2008,
INX,2009,
INX,2010,
INX,2011,
INX,2012,
INX,2013,
INX,2014,
INX,2015,
INX,2016,
INX,2017,
INX,2018,
INX,2019,
INX,2020,
INX,2021,
IRL,2000,5.89902735
IRL,2001,6.3924942
IRL,2002,6.67263079
IRL,2003,7.00761366
IRL,2004,7.21972942
IRL,2005,7.64242792
IRL,2006,7.516469
IRL,2007,7.80773783
IRL,2008,9.12564754
IRL,2009,10.52275658
IRL,2010,10.52404499
IRL,2011,10.60614967
IRL,2012,10.59787655
IRL,2013,10.27730751
IRL,2014,9.51343918
IRL,2015,7.33597517
IRL,2016,7.46859169
IRL,2017,7.12621927
IRL,2018,6.49550152
IRL,2019,6.7090106
IRL,2020,7.1091466
IRL,2021,6.71662664
IRN,2000,4.72250843
IRN,2001,5.16087341
IRN,2002,4.65182209
IRN,2003,4.95589161
IRN,2004,5.12801409
IRN,2005,5.29996157
IRN,2006,5.15990877
IRN,2007,4.91188192
IRN,2008,5.03990459
IRN,2009,6.11493444
IRN,2010,6.29153061
IRN,2011,6.09787989
IRN,2012,6.12235117
IRN,2013,5.54722023
IRN,2014,6.35239553
IRN,2015,7.53311825
IRN,2016,7.99202633
IRN,2017,7.83454609
IRN,2018,7.73915195
IRN,2019,6.27398872
IRN,2020,5.40149546
IRN,2021,5.77013779
IRQ,2000,
IRQ,2001,
IRQ,2002,
IRQ,2003,2.99693584
IRQ,2004,3.90128636
IRQ,2005,3.01704645
IRQ,2006,2.49370432
IRQ,2007,3.2148056
IRQ,2008,3.06604242
IRQ,2009,3.77203989
IRQ,2010,3.23955345
IRQ,2011,2.80316377
IRQ,2012,2.69365859
IRQ,2013,2.80868459
IRQ,2014,2.78786659
IRQ,2015,3.15587044
IRQ,2016,4.58949184
IRQ,2017,4.04064989
IRQ,2018,4.12989378
IRQ,2019,4.25509405
IRQ,2020,6.17485046
IRQ,2021,5.24727583
ISL,2000,8.9
ISL,2001,8.75
ISL,2002,9.4
ISL,2003,9.73
ISL,2004,9.33
ISL,2005,8.95
ISL,2006,8.56
ISL,2007,8.35
ISL,2008,8.34
ISL,2009,8.78
ISL,2010,8.36
ISL,2011,8.2
ISL,2012,8.18
ISL,2013,8.18
ISL,2014,8.23
ISL,2015,8.07
ISL,2016,8.1
ISL,2017,8.26
ISL,2018,8.38
ISL,2019,8.58
ISL,2020,9.61
ISL,2021,9.73
ISR,2000,6.62
ISR,2001,7.02
ISR,2002,6.92
ISR,2003,6.86
ISR,2004,6.8
ISR,2005,6.9
ISR,2006,6.71
ISR,2007,6.7
ISR,2008,6.83
ISR,2009,6.92
ISR,2010,6.89
ISR,2011,6.84
ISR,2012,6.98
ISR,2013,6.96
ISR,2014,7.05
ISR,2015,7.02
ISR,2016,7.1
ISR,2017,7.18
ISR,2018,7.23
ISR,2019,7.17
ISR,2020,7.71
ISR,2021,7.9
ITA,2000,7.57
ITA,2001,7.74
ITA,2002,7.87
ITA,2003,7.83
ITA,2004,8.17
ITA,2005,8.34
ITA,2006,8.44
ITA,2007,8.14
ITA,2008,8.53
ITA,2009,8.95
ITA,2010,8.92
ITA,2011,8.77
ITA,2012,8.78
ITA,2013,8.78
ITA,2014,8.87
ITA,2015,8.86
ITA,2016,8.73
ITA,2017,8.68
ITA,2018,8.68
ITA,2019,8.66
ITA,2020,9.63
ITA,2021,9.38
JAM,2000,5.64462519
JAM,2001,5.15652943
JAM,2002,4.74544334
JAM,2003,4.22014141
JAM,2004,4.80435276
JAM,2005,4.54581785
JAM,2006,4.20788145
JAM,2007,5.32057667
JAM,2008,5.61143064
JAM,2009,5.14654493
JAM,2010,5.2951932
JAM,2011,5.23845339
JAM,2012,4.88512897
JAM,2013,4.95443439
JAM,2014,5.16564465
JAM,2015,5.62470436
JAM,2016,5.70102215
JAM,2017,6.14859295
JAM,2018,5.96798849
JAM,2019,6.09761
JAM,2020,6.62580395
JAM,2021,7.18521214
JOR,2000,9.34367943
JOR,2001,9.57236385
JOR,2002,9.2786417
JOR,2003,8.78901005
JOR,2004,8.74670506
JOR,2005,8.49441624
JOR,2006,7.67925692
JOR,2007,7.90982628
JOR,2008,8.48880577
JOR,2009,9.22396946
JOR,2010,8.17025661
JOR,2011,8.14807701
JOR,2012,7.81799555
JOR,2013,7.16592407
JOR,2014,7.20892906
JOR,2015,7.4609561
JOR,2016,6.97644138
JOR,2017,7.10953665
JOR,2018,6.98295021
JOR,2019,6.99518251
JOR,2020,7.03820276
JOR,2021,7.28875065
JPN,2000,7.03
JPN,2001,7.24
JPN,2002,7.35
JPN,2003,7.49
JPN,2004,7.54
JPN,2005,7.66
JPN,2006,7.69
JPN,2007,7.78
JPN,2008,8.09
JPN,2009,8.96
JPN,2010,9.06
JPN,2011,10.49
JPN,2012,10.67
JPN,2013,10.67
JPN,2014,10.73
JPN,2015,10.75
JPN,2016,10.66
JPN,2017,10.66
JPN,2018,10.74
JPN,2019,10.97
JPN,2020,11
JPN,2021,10.82
KAZ,2000,4.16
KAZ,2001,3.47
KAZ,2002,3.61
KAZ,2003,3.72
KAZ,2004,3.98
KAZ,2005,3.9
KAZ,2006,3.4
KAZ,2007,2.7
KAZ,2008,3.05
KAZ,2009,3.5
KAZ,2010,2.74
KAZ,2011,2.6
KAZ,2012,3.04
KAZ,2013,2.66
KAZ,2014,2.97
KAZ,2015,3.04
KAZ,2016,3.42
KAZ,2017,3.05
KAZ,2018,2.82
KAZ,2019,2.79
KAZ,2020,3.75
KAZ,2021,3.92
KEN,2000,3.62714171
KEN,2001,3.76578307
KEN,2002,3.84691834
KEN,2003,4.05870771
KEN,2004,4.23645926
KEN,2005,4.24245214
KEN,2006,5.11269999
KEN,2007,5.22106314
KEN,2008,5.28900909
KEN,2009,5.26973343
KEN,2010,5.38849831
KEN,2011,5.20212841
KEN,2012,5.0180583
KEN,2013,4.93100405
KEN,2014,4.91267347
KEN,2015,4.76439571
KEN,2016,4.75429106
KEN,2017,3.98597503
KEN,2018,4.09903383
KEN,2019,4.36874676
KEN,2020,4.47622252
KEN,2021,4.54763126
KGZ,2000,4.41
KGZ,2001,4.28
KGZ,2002,4.59
KGZ,2003,5.82
KGZ,2004,6.2
KGZ,2005,7.45
KGZ,2006,8.31
KGZ,2007,6.93
KGZ,2008,6.53
KGZ,2009,6.9
KGZ,2010,6.95
KGZ,2011,7.11
KGZ,2012,8.51
KGZ,2013,8.19
KGZ,2014,7.36
KGZ,2015,7.15
KGZ,2016,6.41
KGZ,2017,6.19
KGZ,2018,5.01
KGZ,2019,4.49
KGZ,2020,5.26
KGZ,2021,5.44
KHM,2000,6.53804731
KHM,2001,7.00522089
KHM,2002,7.22556973
KHM,2003,6.93705606
KHM,2004,7.07894278
KHM,2005,6.84559298
KHM,2006,6.11889315
KHM,2007,4.90875959
KHM,2008,6.60109425
KHM,2009,7.58330584
KHM,2010,6.91169977
KHM,2011,7.50353098
KHM,2012,7.26115417
KHM,2013,7.10386753
KHM,2014,6.70157766
KHM,2015,6.19431591
KHM,2016,6.11648464
KHM,2017,5.65125847
KHM,2018,6.06630135
KHM,2019,6.84972715
KHM,2020,7.11156559
KHM,2021,7.53223085
KIR,2000,8.65
KIR,2001,12.3
KIR,2002,11.87
KIR,2003,10.7
KIR,2004,12.43
KIR,2005,11.52
KIR,2006,11.54
KIR,2007,11.36
KIR,2008,14.08
KIR,2009,13.49
KIR,2010,9.34
KIR,2011,8.67
KIR,2012,8.69
KIR,2013,9.53
KIR,2014,10.09
KIR,2015,8.11
KIR,2016,10.47
KIR,2017,11.46
KIR,2018,12.97
KIR,2019,12.59
KIR,2020,16.99
KIR,2021,14.81
KNA,2000,4.79933786
KNA,2001,4.39693737
KNA,2002,4.45210552
KNA,2003,4.75159693
KNA,2004,4.49067402
KNA,2005,4.72803831
KNA,2006,4.98203421
KNA,2007,4.79733467
KNA,2008,5.30566025
KNA,2009,5.28673744
KNA,2010,5.2136941
KNA,2011,5.1628871
KNA,2012,5.00998354
KNA,2013,5.04429483
KNA,2014,4.74668789
KNA,2015,5.11798382
KNA,2016,5.42126036
KNA,2017,5.26021719
KNA,2018,4.89200258
KNA,2019,5.18704271
KNA,2020,5.65951824
KNA,2021,6.1634655
KOR,2000,3.85544181
KOR,2001,4.29693604
KOR,2002,4.0143261
KOR,2003,4.28309107
KOR,2004,4.26715517
KOR,2005,4.54809093
KOR,2006,4.84870243
KOR,2007,4.95489931
KOR,2008,5.24600267
KOR,2009,5.65905666
KOR,2010,5.81980991
KOR,2011,5.91454506
KOR,2012,6.0325017
KOR,2013,6.15069818
KOR,2014,6.40432453
KOR,2015,6.58926058
KOR,2016,6.87049913
KOR,2017,7.04742336
KOR,2018,7.49119806
KOR,2019,8.17479515
KOR,2020,8.3497715
KOR,2021,9.33145523
KWT,2000,2.20343971
KWT,2001,3.18838811
KWT,2002,3.12468719
KWT,2003,2.76216865
KWT,2004,2.35702467
KWT,2005,2.01313829
KWT,2006,1.8213098
KWT,2007,1.92673647
KWT,2008,1.92400301
KWT,2009,2.70638776
KWT,2010,2.67879915
KWT,2011,2.33303547
KWT,2012,2.33311439
KWT,2013,2.48789287
KWT,2014,2.9159987
KWT,2015,4.21497965
KWT,2016,4.73096323
KWT,2017,4.65326786
KWT,2018,5.18862629
KWT,2019,5.35958719
KWT,2020,6.34761143
KWT,2021,5.78120756
LAC,2000,6.407762474
LAC,2001,6.507905277
LAC,2002,6.35890086
LAC,2003,6.600848726
LAC,2004,6.702676876
LAC,2005,6.78946145
LAC,2006,6.859757372
LAC,2007,7.022559226
LAC,2008,7.049961224
LAC,2009,7.602536339
LAC,2010,7.304451118
LAC,2011,7.207730969
LAC,2012,7.210131149
LAC,2013,7.352686781
LAC,2014,7.488890313
LAC,2015,7.84618678
LAC,2016,7.870123124
LAC,2017,8.051986084
LAC,2018,7.897880357
LAC,2019,7.892297961
LAC,2020,8.511465926
LAC,2021,8.214073214
LAO,2000,4.27513599
LAO,2001,4.29031658
LAO,2002,3.69751263
LAO,2003,4.47920704
LAO,2004,3.54057336
LAO,2005,3.33673191
LAO,2006,2.93200922
LAO,2007,3.15345573
LAO,2008,2.76727295
LAO,2009,3.46300411
LAO,2010,2.91155219
LAO,2011,1.94457507
LAO,2012,2.07637572
LAO,2013,2.39984965
LAO,2014,2.29845548
LAO,2015,2.45366454
LAO,2016,2.36087489
LAO,2017,2.52606821
LAO,2018,2.24630332
LAO,2019,2.60312223
LAO,2020,2.05965185
LAO,2021,2.74392009
LBN,2000,10.82951355
LBN,2001,10.56254768
LBN,2002,9.28233719
LBN,2003,8.67109871
LBN,2004,7.99923086
LBN,2005,7.54867649
LBN,2006,8.66057873
LBN,2007,8.55984211
LBN,2008,7.81751728
LBN,2009,7.0073576
LBN,2010,7.43864489
LBN,2011,8.17744446
LBN,2012,7.00420094
LBN,2013,7.06795645
LBN,2014,7.52279758
LBN,2015,7.41596651
LBN,2016,7.92386055
LBN,2017,7.80396605
LBN,2018,8.07092381
LBN,2019,8.6936779
LBN,2020,7.57650805
LBN,2021,10.06154442
LBR,2000,2.87913179
LBR,2001,2.27906799
LBR,2002,2.28035998
LBR,2003,2.66176748
LBR,2004,6.3381567
LBR,2005,7.14322186
LBR,2006,6.06891537
LBR,2007,4.32794046
LBR,2008,5.99615717
LBR,2009,11.57163811
LBR,2010,10.35444641
LBR,2011,9.71052551
LBR,2012,8.15444565
LBR,2013,7.09007835
LBR,2014,8.77403069
LBR,2015,10.46927643
LBR,2016,9.90062618
LBR,2017,10.47271252
LBR,2018,10.35222721
LBR,2019,8.42100334
LBR,2020,16.96832657
LBR,2021,16.6163311
LBY,2000,3.31908512
LBY,2001,3.92571616
LBY,2002,4.73818302
LBY,2003,3.97301245
LBY,2004,3.38328195
LBY,2005,2.51707149
LBY,2006,2.29996443
LBY,2007,2.41929626
LBY,2008,2.24441886
LBY,2009,3.5828805
LBY,2010,3.28064442
LBY,2011,4.01902008
LBY,2012,
LBY,2013,
LBY,2014,
LBY,2015,
LBY,2016,
LBY,2017,
LBY,2018,
LBY,2019,
LBY,2020,
LBY,2021,
LCA,2000,4.86549902
LCA,2001,5.12139463
LCA,2002,5.38887024
LCA,2003,5.24069643
LCA,2004,4.76760817
LCA,2005,4.86039829
LCA,2006,5.1270175
LCA,2007,5.54166603
LCA,2008,5.09061956
LCA,2009,5.24410772
LCA,2010,5.05308437
LCA,2011,5.07998085
LCA,2012,4.9241581
LCA,2013,5.04967594
LCA,2014,4.62420511
LCA,2015,4.51419878
LCA,2016,4.44803333
LCA,2017,4.37286377
LCA,2018,4.18686533
LCA,2019,4.19073772
LCA,2020,6.79121685
LCA,2021,6.2111187
LCN,2000,6.442447041
LCN,2001,6.540886551
LCN,2002,6.398442349
LCN,2003,6.619947517
LCN,2004,6.699469393
LCN,2005,6.759452666
LCN,2006,6.797714034
LCN,2007,6.961903415
LCN,2008,7.012712531
LCN,2009,7.566023925
LCN,2010,7.271399988
LCN,2011,7.178179515
LCN,2012,7.187394885
LCN,2013,7.343063321
LCN,2014,7.487249254
LCN,2015,7.845102511
LCN,2016,7.890686604
LCN,2017,8.091044764
LCN,2018,7.968317899
LCN,2019,7.979048773
LCN,2020,8.604944917
LCN,2021,8.303151826
LDC,2000,3.046771466
LDC,2001,3.457052753
LDC,2002,3.672370165
LDC,2003,3.88388985
LDC,2004,4.089718196
LDC,2005,4.042947979
LDC,2006,4.20033818
LDC,2007,4.255319259
LDC,2008,4.141549936
LDC,2009,4.444379678
LDC,2010,4.114261983
LDC,2011,4.012391414
LDC,2012,3.933414606
LDC,2013,4.120427391
LDC,2014,4.101096141
LDC,2015,4.209809179
LDC,2016,4.134742951
LDC,2017,3.992614789
LDC,2018,3.835008081
LDC,2019,3.825782921
LDC,2020,3.921362555
LDC,2021,4.013506725
LIC,2000,3.676007603
LIC,2001,4.105132949
LIC,2002,4.372877629
LIC,2003,4.720842925
LIC,2004,4.833363714
LIC,2005,4.806788363
LIC,2006,5.045606741
LIC,2007,5.221531195
LIC,2008,4.97209798
LIC,2009,5.398895604
LIC,2010,5.093814103
LIC,2011,4.806069949
LIC,2012,4.930430388
LIC,2013,5.461946763
LIC,2014,5.424034837
LIC,2015,5.324940578
LIC,2016,5.488469942
LIC,2017,5.32780778
LIC,2018,4.993664179
LIC,2019,4.937728941
LIC,2020,5.276519606
LIC,2021,5.252879299
LIE,2000,
LIE,2001,
LIE,2002,
LIE,2003,
LIE,2004,
LIE,2005,
LIE,2006,
LIE,2007,
LIE,2008,
LIE,2009,
LIE,2010,
LIE,2011,
LIE,2012,
LIE,2013,
LIE,2014,
LIE,2015,
LIE,2016,
LIE,2017,
LIE,2018,
LIE,2019,
LIE,2020,
LIE,2021,
LKA,2000,4.11
LKA,2001,4.06
LKA,2002,4.04
LKA,2003,3.65
LKA,2004,4.04
LKA,2005,3.88
LKA,2006,3.85
LKA,2007,3.82
LKA,2008,3.85
LKA,2009,4.06
LKA,2010,3.74
LKA,2011,3.58
LKA,2012,3.31
LKA,2013,3.69
LKA,2014,3.47
LKA,2015,3.68
LKA,2016,3.62
LKA,2017,3.33
LKA,2018,3.64
LKA,2019,3.9
LKA,2020,4.02
LKA,2021,4.07
LMC,2000,3.927059853
LMC,2001,4.109028555
LMC,2002,4.005941869
LMC,2003,4.066369144
LMC,2004,3.993596241
LMC,2005,3.964162972
LMC,2006,3.925233124
LMC,2007,3.804477244
LMC,2008,3.802008426
LMC,2009,3.843305937
LMC,2010,3.699895171
LMC,2011,3.684133813
LMC,2012,3.736708307
LMC,2013,3.945091176
LMC,2014,3.846300498
LMC,2015,3.913116866
LMC,2016,3.874265524
LMC,2017,3.568887205
LMC,2018,3.471043582
LMC,2019,3.537373179
LMC,2020,3.799148649
LMC,2021,3.917814057
LMY,2000,4.987684269
LMY,2001,5.019133038
LMY,2002,4.88071938
LMY,2003,4.96651623
LMY,2004,4.941013561
LMY,2005,4.947552975
LMY,2006,4.889376919
LMY,2007,4.811235779
LMY,2008,4.836107266
LMY,2009,5.154491461
LMY,2010,4.990296282
LMY,2011,4.981746037
LMY,2012,5.030577059
LMY,2013,5.114815938
LMY,2014,5.144832999
LMY,2015,5.241230564
LMY,2016,5.25499622
LMY,2017,5.25996066
LMY,2018,5.198749618
LMY,2019,5.254745646
LMY,2020,5.532352721
LMY,2021,5.435479311
LSO,2000,5.6117692
LSO,2001,7.27745867
LSO,2002,6.54458666
LSO,2003,6.04550791
LSO,2004,6.05738831
LSO,2005,5.44926691
LSO,2006,6.11966372
LSO,2007,7.22254515
LSO,2008,7.66656303
LSO,2009,8.95305061
LSO,2010,7.64088917
LSO,2011,9.07558823
LSO,2012,10.04389858
LSO,2013,10.99592113
LSO,2014,9.99930382
LSO,2015,9.2965641
LSO,2016,9.24261093
LSO,2017,10.57480335
LSO,2018,11.114995
LSO,2019,11.94662285
LSO,2020,10.27927017
LSO,2021,10.21370411
LTE,2000,5.333384226
LTE,2001,5.243762196
LTE,2002,5.290425762
LTE,2003,5.202088438
LTE,2004,5.102254703
LTE,2005,5.080448458
LTE,2006,5.002242602
LTE,2007,4.911294131
LTE,2008,5.021517261
LTE,2009,5.464640772
LTE,2010,5.237592593
LTE,2011,5.158493339
LTE,2012,5.191283356
LTE,2013,5.302094766
LTE,2014,5.396829623
LTE,2015,5.459331382
LTE,2016,5.544397034
LTE,2017,5.643109191
LTE,2018,5.623444341
LTE,2019,5.780103778
LTE,2020,6.138142192
LTE,2021,5.968839314
LTU,2000,6.2
LTU,2001,6.01
LTU,2002,6.14
LTU,2003,6.19
LTU,2004,5.51
LTU,2005,5.65
LTU,2006,5.84
LTU,2007,5.76
LTU,2008,6.29
LTU,2009,7.37
LTU,2010,6.81
LTU,2011,6.49
LTU,2012,6.28
LTU,2013,6.13
LTU,2014,6.19
LTU,2015,6.49
LTU,2016,6.64
LTU,2017,6.48
LTU,2018,6.53
LTU,2019,6.99
LTU,2020,7.48
LTU,2021,7.82
LUX,2000,5.93
LUX,2001,6.38
LUX,2002,6.76
LUX,2003,6.96
LUX,2004,7.28
LUX,2005,7.12
LUX,2006,6.64
LUX,2007,6.16
LUX,2008,6.23
LUX,2009,6.95
LUX,2010,6.66
LUX,2011,5.95
LUX,2012,5.29
LUX,2013,5.24
LUX,2014,5.23
LUX,2015,5.08
LUX,2016,5.07
LUX,2017,5.14
LUX,2018,5.28
LUX,2019,5.47
LUX,2020,5.74
LUX,2021,5.67
LVA,2000,5.43
LVA,2001,5.77
LVA,2002,5.76
LVA,2003,5.48
LVA,2004,6.2
LVA,2005,5.83
LVA,2006,5.7
LVA,2007,5.51
LVA,2008,5.58
LVA,2009,6.1
LVA,2010,6.1
LVA,2011,5.72
LVA,2012,5.41
LVA,2013,5.41
LVA,2014,5.46
LVA,2015,5.65
LVA,2016,6.13
LVA,2017,5.97
LVA,2018,6.19
LVA,2019,6.61
LVA,2020,7.25
LVA,2021,9.04
MAC,2000,
MAC,2001,
MAC,2002,
MAC,2003,
MAC,2004,
MAC,2005,
MAC,2006,
MAC,2007,
MAC,2008,
MAC,2009,
MAC,2010,
MAC,2011,
MAC,2012,
MAC,2013,
MAC,2014,
MAC,2015,
MAC,2016,
MAC,2017,
MAC,2018,
MAC,2019,
MAC,2020,
MAC,2021,
MAF,2000,
MAF,2001,
MAF,2002,
MAF,2003,
MAF,2004,
MAF,2005,
MAF,2006,
MAF,2007,
MAF,2008,
MAF,2009,
MAF,2010,
MAF,2011,
MAF,2012,
MAF,2013,
MAF,2014,
MAF,2015,
MAF,2016,
MAF,2017,
MAF,2018,
MAF,2019,
MAF,2020,
MAF,2021,
MCO,2000,3.69517851
MCO,2001,3.75390792
MCO,2002,3.80860424
MCO,2003,4.43205786
MCO,2004,4.52466917
MCO,2005,4.50320387
MCO,2006,4.29524565
MCO,2007,3.81156135
MCO,2008,4.08357811
MCO,2009,4.84195948
MCO,2010,4.95791674
MCO,2011,4.63501215
MCO,2012,4.7558527
MCO,2013,4.57341814
MCO,2014,4.44085073
MCO,2015,4.31544638
MCO,2016,4.12037039
MCO,2017,4.15852404
MCO,2018,4.03953457
MCO,2019,3.87725186
MCO,2020,4.27983093
MCO,2021,3.68486166
MDA,2000,5.93
MDA,2001,6.23
MDA,2002,7.4
MDA,2003,7.02
MDA,2004,8.97
MDA,2005,9.56
MDA,2006,10.54
MDA,2007,11.02
MDA,2008,10.95
MDA,2009,13.68
MDA,2010,10.13
MDA,2011,9.1
MDA,2012,9.14
MDA,2013,8.68
MDA,2014,8.63
MDA,2015,8.56
MDA,2016,7.54
MDA,2017,7.13
MDA,2018,6.71
MDA,2019,6.5
MDA,2020,7
MDA,2021,7.75
MDG,2000,3.99177575
MDG,2001,4.11513805
MDG,2002,4.92547607
MDG,2003,5.00276518
MDG,2004,5.25089979
MDG,2005,5.2155776
MDG,2006,5.07203817
MDG,2007,4.60865784
MDG,2008,4.08111715
MDG,2009,4.38469839
MDG,2010,4.69762659
MDG,2011,4.521595
MDG,2012,3.9110589
MDG,2013,3.75156283
MDG,2014,4.46240282
MDG,2015,5.0062542
MDG,2016,5.33248854
MDG,2017,4.80225992
MDG,2018,4.22846937
MDG,2019,3.10129309
MDG,2020,3.72316122
MDG,2021,3.5045228
MDV,2000,7.74
MDV,2001,8.21
MDV,2002,8.78
MDV,2003,6.78
MDV,2004,7.48
MDV,2005,8.83
MDV,2006,8.05
MDV,2007,8.31
MDV,2008,11.47
MDV,2009,10.09
MDV,2010,8.49
MDV,2011,7.92
MDV,2012,8.67
MDV,2013,8.16
MDV,2014,7.91
MDV,2015,8.73
MDV,2016,10.31
MDV,2017,9.27
MDV,2018,7.44
MDV,2019,7.66
MDV,2020,11.35
MDV,2021,10.03
MEA,2000,4.428835073
MEA,2001,4.770493171
MEA,2002,4.654604998
MEA,2003,4.500710008
MEA,2004,4.278466279
MEA,2005,4.043134309
MEA,2006,3.951698398
MEA,2007,3.995520202
MEA,2008,3.881006455
MEA,2009,4.829551895
MEA,2010,4.579257508
MEA,2011,4.468735755
MEA,2012,4.527625785
MEA,2013,4.566982471
MEA,2014,4.964691146
MEA,2015,5.526360406
MEA,2016,5.872899917
MEA,2017,5.802620879
MEA,2018,5.424239301
MEA,2019,5.352068046
MEA,2020,6.040420826
MEA,2021,5.763296696
MEX,2000,4.44912481
MEX,2001,4.8203578
MEX,2002,5.07164288
MEX,2003,5.81486416
MEX,2004,5.95390368
MEX,2005,5.83612156
MEX,2006,5.65525532
MEX,2007,5.76644468
MEX,2008,5.69886971
MEX,2009,6.12978411
MEX,2010,5.73688889
MEX,2011,5.51883602
MEX,2012,5.66522074
MEX,2013,5.80923605
MEX,2014,5.55340958
MEX,2015,5.72277355
MEX,2016,5.55345821
MEX,2017,5.45759058
MEX,2018,5.38345814
MEX,2019,5.44796371
MEX,2020,6.22204065
MEX,2021,6.07868719
MHL,2000,17.4808979
MHL,2001,14.81642723
MHL,2002,12.84072018
MHL,2003,12.76533508
MHL,2004,15.61940098
MHL,2005,20.21598053
MHL,2006,20.33398056
MHL,2007,16.26939583
MHL,2008,15.20470905
MHL,2009,14.53969955
MHL,2010,13.93147564
MHL,2011,13.08627224
MHL,2012,13.03814125
MHL,2013,13.46883583
MHL,2014,13.20781231
MHL,2015,15.33984375
MHL,2016,15.73866177
MHL,2017,14.38502884
MHL,2018,15.26284122
MHL,2019,14.82552052
MHL,2020,12.58777618
MHL,2021,12.54863834
MIC,2000,5.013083117
MIC,2001,5.035921442
MIC,2002,4.891096934
MIC,2003,4.971479972
MIC,2004,4.943173614
MIC,2005,4.95040947
MIC,2006,4.886240292
MIC,2007,4.803040837
MIC,2008,4.833348286
MIC,2009,5.149479695
MIC,2010,4.988383508
MIC,2011,4.984738187
MIC,2012,5.032085962
MIC,2013,5.110146335
MIC,2014,5.140911126
MIC,2015,5.240018751
MIC,2016,5.252118115
MIC,2017,5.259151793
MIC,2018,5.201161005
MIC,2019,5.258620357
MIC,2020,5.535648082
MIC,2021,5.437627642
MKD,2000,8.87
MKD,2001,8.38
MKD,2002,8.98
MKD,2003,9.01
MKD,2004,8.47
MKD,2005,7.68
MKD,2006,7.38
MKD,2007,6.57
MKD,2008,6.55
MKD,2009,6.53
MKD,2010,6.71
MKD,2011,6.52
